Anomaly,year,temp,temp_c,anomaly_c,state
-3.43,1895,26.69,14.827777777777778,-1.9055555555555557,Average
-7.22,1895,26.6,14.777777777777779,-4.011111111111111,Average
-1.53,1895,39.97,22.205555555555556,-0.85,Average
1.85,1895,52.9,29.388888888888886,1.027777777777778,Average
-0.26,1895,59.94,33.3,-0.14444444444444446,Average
-0.69,1895,67.8,37.666666666666664,-0.3833333333333333,Average
-2.37,1895,71.24,39.577777777777776,-1.3166666666666667,Average
-0.48,1895,71.62,39.78888888888889,-0.26666666666666666,Average
0.71,1895,65.57,36.42777777777777,0.39444444444444443,Average
-3.26,1895,50.85,28.25,-1.811111111111111,Average
-2.53,1895,39.16,21.755555555555553,-1.4055555555555554,Average
-0.97,1895,31.71,17.616666666666667,-0.5388888888888889,Average
1.36,1896,31.48,17.488888888888887,0.7555555555555555,Average
1.22,1896,35.04,19.466666666666665,0.6777777777777777,Average
-3.47,1896,38.03,21.127777777777776,-1.9277777777777778,Average
1.29,1896,52.34,29.07777777777778,0.7166666666666667,Average
2.26,1896,62.46,34.7,1.2555555555555553,Average
1.4,1896,69.89,38.827777777777776,0.7777777777777777,Average
0.08,1896,73.69,40.93888888888889,0.044444444444444446,Average
0.17,1896,72.27,40.15,0.09444444444444444,Average
-1.92,1896,62.94,34.96666666666666,-1.0666666666666667,Average
-2.2,1896,51.91,28.838888888888885,-1.2222222222222223,Average
-3.37,1896,38.32,21.288888888888888,-1.8722222222222222,Average
2.87,1896,35.55,19.749999999999996,1.5944444444444446,Average
-1.95,1897,28.17,15.65,-1.0833333333333333,Average
-0.43,1897,33.39,18.55,-0.23888888888888887,Average
-2.71,1897,38.79,21.55,-1.5055555555555555,Average
0.1,1897,51.15,28.416666666666664,0.05555555555555556,Average
0.98,1897,61.18,33.98888888888889,0.5444444444444444,Average
-0.38,1897,68.11,37.83888888888889,-0.2111111111111111,Average
-0.25,1897,73.36,40.75555555555555,-0.1388888888888889,Average
-0.75,1897,71.35,39.638888888888886,-0.41666666666666663,Average
1.54,1897,66.4,36.88888888888889,0.8555555555555555,Average
1,1897,55.11,30.616666666666667,0.5555555555555556,Average
-0.78,1897,40.91,22.727777777777774,-0.43333333333333335,Average
-1.92,1897,30.76,17.08888888888889,-1.0666666666666667,Average
0.55,1898,30.67,17.038888888888888,0.3055555555555556,Average
1.55,1898,35.37,19.65,0.8611111111111112,Average
-0.45,1898,41.05,22.805555555555554,-0.25,Average
-0.26,1898,50.79,28.216666666666665,-0.14444444444444446,Average
-0.26,1898,59.94,33.3,-0.14444444444444446,Average
0.82,1898,69.31,38.50555555555555,0.4555555555555555,Average
-0.32,1898,73.29,40.71666666666667,-0.17777777777777778,Average
0.65,1898,72.75,40.416666666666664,0.3611111111111111,Average
0.6,1898,65.46,36.36666666666666,0.3333333333333333,Average
-2.62,1898,51.49,28.605555555555554,-1.4555555555555555,Average
-3.3,1898,38.39,21.32777777777778,-1.8333333333333333,Average
-4.01,1898,28.67,15.927777777777779,-2.2277777777777774,Average
-0.44,1899,29.68,16.488888888888887,-0.24444444444444444,Average
-8.32,1899,25.5,14.166666666666666,-4.622222222222223,Average
-3.87,1899,37.63,20.905555555555555,-2.15,Average
-0.44,1899,50.61,28.116666666666667,-0.24444444444444444,Average
-0.3,1899,59.9,33.27777777777778,-0.16666666666666666,Average
0.16,1899,68.65,38.13888888888889,0.08888888888888889,Average
-0.53,1899,73.08,40.6,-0.29444444444444445,Average
-0.36,1899,71.74,39.855555555555554,-0.19999999999999998,Average
-0.06,1899,64.8,36,-0.03333333333333333,Average
-0.13,1899,53.98,29.988888888888887,-0.07222222222222223,Average
3.23,1899,44.92,24.955555555555556,1.7944444444444443,Average
-1.06,1899,31.62,17.566666666666666,-0.5888888888888889,Average
3.99,1900,34.11,18.95,2.216666666666667,Average
-3.06,1900,30.76,17.08888888888889,-1.7,Average
-0.23,1900,41.27,22.92777777777778,-0.12777777777777777,Average
0.55,1900,51.6,28.666666666666668,0.3055555555555556,Average
1.54,1900,61.74,34.3,0.8555555555555555,Average
1.81,1900,70.3,39.05555555555555,1.0055555555555555,Average
-0.48,1900,73.13,40.62777777777777,-0.26666666666666666,Average
0.76,1900,72.86,40.477777777777774,0.4222222222222222,Average
0.28,1900,65.14,36.18888888888889,0.15555555555555556,Average
2.24,1900,56.35,31.305555555555557,1.2444444444444445,Average
-0.15,1900,41.54,23.077777777777776,-0.08333333333333333,Average
1.8,1900,34.48,19.155555555555555,1,Average
1.5,1901,31.62,17.566666666666666,0.8333333333333333,Average
-3.96,1901,29.86,16.58888888888889,-2.1999999999999997,Average
-0.79,1901,40.71,22.616666666666667,-0.4388888888888889,Average
-1.66,1901,49.39,27.43888888888889,-0.9222222222222222,Average
0.98,1901,61.18,33.98888888888889,0.5444444444444444,Average
-0.06,1901,68.43,38.01666666666667,-0.03333333333333333,Average
2.63,1901,76.24,42.355555555555554,1.461111111111111,Average
1.1,1901,73.2,40.666666666666664,0.6111111111111112,Average
-1.61,1901,63.25,35.138888888888886,-0.8944444444444445,Average
1.34,1901,55.45,30.805555555555557,0.7444444444444445,Average
-0.01,1901,41.68,23.155555555555555,-0.005555555555555556,Average
-1.2,1901,31.48,17.488888888888887,-0.6666666666666666,Average
-0.06,1902,30.06,16.7,-0.03333333333333333,Average
-2.36,1902,31.46,17.477777777777778,-1.3111111111111111,Average
0.08,1902,41.58,23.099999999999998,0.044444444444444446,Average
-0.2,1902,50.85,28.25,-0.11111111111111112,Average
1.79,1902,61.99,34.43888888888889,0.9944444444444445,Average
-0.45,1902,68.04,37.800000000000004,-0.25,Average
-1.56,1902,72.05,40.02777777777778,-0.8666666666666667,Average
-0.73,1902,71.37,39.65,-0.40555555555555556,Average
-2.1,1902,62.76,34.86666666666667,-1.1666666666666667,Average
0.32,1902,54.43,30.238888888888887,0.17777777777777778,Average
1.99,1902,43.68,24.266666666666666,1.1055555555555556,Average
-1.89,1902,30.79,17.105555555555554,-1.0499999999999998,Average
0.76,1903,30.88,17.155555555555555,0.4222222222222222,Average
-5.4,1903,28.42,15.78888888888889,-3,Average
0.71,1903,42.21,23.45,0.39444444444444443,Average
-0.83,1903,50.22,27.9,-0.4611111111111111,Average
-0.66,1903,59.54,33.077777777777776,-0.3666666666666667,Average
-2.6,1903,65.89,36.605555555555554,-1.4444444444444444,Average
-1.69,1903,71.92,39.955555555555556,-0.9388888888888889,Average
-1.13,1903,70.97,39.42777777777778,-0.6277777777777777,Average
-2.13,1903,62.73,34.849999999999994,-1.1833333333333333,Average
-0.17,1903,53.94,29.966666666666665,-0.09444444444444444,Average
-1.46,1903,40.23,22.349999999999998,-0.8111111111111111,Average
-2.14,1903,30.54,16.966666666666665,-1.1888888888888889,Average
-2.57,1904,27.55,15.305555555555555,-1.4277777777777776,Average
-2.23,1904,31.59,17.55,-1.238888888888889,Average
0.26,1904,41.76,23.2,0.14444444444444446,Average
-1.59,1904,49.46,27.477777777777778,-0.8833333333333333,Average
-0.07,1904,60.13,33.40555555555556,-0.03888888888888889,Average
-1.23,1904,67.26,37.36666666666667,-0.6833333333333333,Average
-2.26,1904,71.35,39.638888888888886,-1.2555555555555553,Average
-1.38,1904,70.72,39.288888888888884,-0.7666666666666666,Average
0.1,1904,64.96,36.08888888888888,0.05555555555555556,Average
-0.19,1904,53.92,29.955555555555556,-0.10555555555555556,Average
1.45,1904,43.14,23.966666666666665,0.8055555555555555,Average
-0.66,1904,32.02,17.78888888888889,-0.3666666666666667,Average
-3.02,1905,27.1,15.055555555555555,-1.6777777777777778,Average
-6.88,1905,26.94,14.966666666666667,-3.822222222222222,Average
3.62,1905,45.12,25.066666666666663,2.011111111111111,Average
-0.56,1905,50.49,28.05,-0.3111111111111111,Average
-1.06,1905,59.14,32.855555555555554,-0.5888888888888889,Average
-0.49,1905,68,37.77777777777778,-0.2722222222222222,Average
-1.63,1905,71.98,39.98888888888889,-0.9055555555555554,Average
0.27,1905,72.37,40.205555555555556,0.15,Average
1.09,1905,65.95,36.63888888888889,0.6055555555555556,Average
-2.47,1905,51.64,28.68888888888889,-1.3722222222222222,Average
0.55,1905,42.24,23.46666666666667,0.3055555555555556,Average
-1.69,1905,30.99,17.216666666666665,-0.9388888888888889,Average
2.76,1906,32.88,18.26666666666667,1.5333333333333332,Average
-0.13,1906,33.69,18.716666666666665,-0.07222222222222223,Average
-5.4,1906,36.1,20.055555555555557,-3,Average
1.67,1906,52.72,29.288888888888888,0.9277777777777777,Average
-0.62,1906,59.58,33.1,-0.34444444444444444,Average
-1.17,1906,67.32,37.4,-0.6499999999999999,Average
-1.25,1906,72.36,40.199999999999996,-0.6944444444444444,Average
-0.25,1906,71.85,39.916666666666664,-0.1388888888888889,Average
1.39,1906,66.25,36.80555555555556,0.7722222222222221,Average
-1.57,1906,52.54,29.188888888888886,-0.8722222222222222,Average
-1.25,1906,40.44,22.466666666666665,-0.6944444444444444,Average
2.29,1906,34.97,19.427777777777777,1.2722222222222221,Average
0.57,1907,30.69,17.05,0.31666666666666665,Average
1.64,1907,35.46,19.7,0.911111111111111,Average
4.2,1907,45.7,25.38888888888889,2.3333333333333335,Average
-3.52,1907,47.53,26.405555555555555,-1.9555555555555555,Average
-4.31,1907,55.89,31.05,-2.3944444444444444,Average
-2.79,1907,65.7,36.5,-1.55,Average
-1.09,1907,72.52,40.288888888888884,-0.6055555555555556,Average
-1.31,1907,70.79,39.32777777777778,-0.7277777777777777,Average
-0.64,1907,64.22,35.67777777777778,-0.35555555555555557,Average
-0.33,1907,53.78,29.877777777777776,-0.18333333333333335,Average
-0.87,1907,40.82,22.677777777777777,-0.48333333333333334,Average
2.02,1907,34.7,19.27777777777778,1.1222222222222222,Average
2.33,1908,32.45,18.02777777777778,1.2944444444444445,Average
-0.81,1908,33.01,18.33888888888889,-0.45,Average
2.42,1908,43.92,24.4,1.3444444444444443,Average
1.7,1908,52.75,29.305555555555554,0.9444444444444444,Average
-1.38,1908,58.82,32.67777777777778,-0.7666666666666666,Average
-1.57,1908,66.92,37.17777777777778,-0.8722222222222222,Average
-0.43,1908,73.18,40.65555555555556,-0.23888888888888887,Average
-1.42,1908,70.68,39.26666666666667,-0.7888888888888889,Average
0.73,1908,65.59,36.43888888888889,0.40555555555555556,Average
-2.35,1908,51.76,28.755555555555553,-1.3055555555555556,Average
0.84,1908,42.53,23.627777777777776,0.4666666666666666,Average
0.63,1908,33.31,18.505555555555556,0.35,Average
2.19,1909,32.31,17.95,1.2166666666666666,Average
1.2,1909,35.02,19.455555555555556,0.6666666666666666,Average
-1.15,1909,40.35,22.416666666666668,-0.6388888888888888,Average
-2.09,1909,48.96,27.2,-1.161111111111111,Average
-2.06,1909,58.14,32.3,-1.1444444444444444,Average
0.45,1909,68.94,38.3,0.25,Average
-0.98,1909,72.63,40.349999999999994,-0.5444444444444444,Average
0.83,1909,72.93,40.51666666666667,0.4611111111111111,Average
-0.46,1909,64.4,35.77777777777778,-0.25555555555555554,Average
-1.23,1909,52.88,29.37777777777778,-0.6833333333333333,Average
3.34,1909,45.03,25.016666666666666,1.8555555555555554,Average
-7.07,1909,25.61,14.227777777777778,-3.927777777777778,Average
-0.51,1910,29.61,16.45,-0.2833333333333333,Average
-4.52,1910,29.3,16.27777777777778,-2.5111111111111106,Average
7.94,1910,49.44,27.466666666666665,4.411111111111111,Average
2.57,1910,53.62,29.788888888888888,1.4277777777777776,Average
